Key,russian
ulmBuffArmorDamagedChest,"Поврежден Нагрудник"
ulmBuffArmorDamagedChestDesc,"Ваш [decea3]Нагрудник[-] поврежден."
ulmBuffArmorDamagedFeet,"Повреждены Ботинки"
ulmBuffArmorDamagedFeetDesc,"Ваши [decea3]Ботинки[-] повреждены."
ulmBuffArmorDamagedHands,"Повреждены Перчатки"
ulmBuffArmorDamagedHandsDesc,"Ваши [decea3]Перчатки[-] повреждены."
ulmBuffArmorDamagedHead,"Поврежден Шлем"
ulmBuffArmorDamagedHeadDesc,"Ваш [decea3]Шлем[-] поврежден."
ulmBuffArmorDamagedLegs,"Повреждены Поножи"
ulmBuffArmorDamagedLegsDesc,"Ваши [decea3]Поножи[-] повреждены."
ulmBuffHercules,"Геркулес"
ulmBuffHerculesDesc,"Вы чувствуете божественную силу Геркулеса, грузоподъемность увеличена на  [decea3]200[-].\nСкладывается с эффектом от [decea3]Стероидов[-]."
ulmBuffHoldHeavyWeapon,"Тяжелое оружие"
ulmBuffHoldHeavyWeaponDesc,"Вы держите в руках тяжелое оружие, уменьшена подвижность и прыгучесть на [decea3]25%[-]"
ulmBuffHoldMovementSpeed10,"Увеличение скорости"
ulmBuffHoldMovementSpeed10Desc,"У вас в руках оружие, которое позволяет вам ходить и бегать быстрее [decea3]10%[-]"
ulmCollectorOilPumpActive,"Нефтяная вышка"
ulmCollectorOilPumpActiveDesc,"Медленно извлекает [decea3]Горючий сланец[-] из глубины."
ulmCollectorOilPumpHarvest,"Нефтяная вышка"
ulmCollectorOilPumpHarvestDesc,"Медленно извлекает [decea3]Горючий сланец[-] из глубины."
ulmCollectorOreActive,"Автобур"
ulmCollectorOreActiveDesc,"Медленно извлекает руду из глубины почвы. Имеет небольшой шанс выкопать [decea3]Титановую руду[-]"
ulmCollectorOreHarvest,"Автобур"
ulmCollectorOreHarvestDesc,"Медленно извлекает руду из глубины почвы. Имеет небольшой шанс выкопать [decea3]Титановую руду[-]"
ulmCollectorWellWood,"Колодец"
ulmCollectorWellWoodDesc,"Медленно наполняется мутной водой (1 ед. каждые 2 минуты) из глубины почвы, не радиоактивна."
ulmContainerATM1Insecure,"Банкомат"
ulmContainerATM1Secure,"Банкомат"
ulmContainerATM2Insecure,"Банкомат"
ulmContainerATM2Secure,"Банкомат"
ulmContainerATM3Insecure,"Кассовый аппарат"
ulmContainerATM3Secure,"Кассовый аппарат"
ulmContainerATM4Insecure,"Кассовый аппарат"
ulmContainerATM4Secure,"Кассовый аппарат"
ulmContainerATM5Insecure,"Банкомат"
ulmContainerATM5Secure,"Банкомат"
ulmContainerATM6Insecure,"Банкомат"
ulmContainerATM6Secure,"Банкомат"
ulmContainerATM7Insecure,"Банкомат"
ulmContainerATM7Secure,"Банкомат"
ulmContainerATM8Insecure,"Банкомат"
ulmContainerATM8Secure,"Банкомат"
ulmContainerATM9Insecure,"Настенный банкомат"
ulmContainerATM9Secure,"Настенный банкомат"
ulmContainerATMInWallRandomHelper,"[Wall ATM Random Helper]"
ulmContainerATMOnWallRandomHelper,"[ATM Random Helper]"
ulmContainerATMStandingRandomHelper,"[Standing ATM Random Helper]"
ulmContainerATMTerminalRandomHelper,"[Cash Terminal Random Helper]"
ulmContainerBagDuffle,"Сумка"
ulmContainerBagDuffleDesc,"Простая сумка для вещей"
ulmContainerBagStarter,"Сумка на случай эвакуации"
ulmContainerBagStarterDesc,"Портативный набор, содержащий вещи, необходимые для выживания в течение 48 часов в случае чрезвычайной ситуации. Положите его на землю и откройте."
ulmContainerBagStarterLoot,"Сумка на случай эвакуации"
ulmContainerBagStarterLootDesc,"Портативный набор, содержащий вещи, необходимые для выживания в течение 48 часов в случае чрезвычайной ситуации. Положите его на землю и откройте."
ulmContainerBirdnestEmpty,"Гнездо\n[808080](Пусто)[-]"
ulmContainerBirdnestEmptyDesc,"Разграбленное гнездо"
ulmContainerCarPickupTruck,"Развалившийся Пикап"
ulmContainerChestHeroPlayer,"Прочный сундук"
ulmContainerChestHeroPlayerDesc,"Может хранить приличное количество предметов, умеренный уровень защиты."
ulmContainerChestOpen,"Сломанный сундук"
ulmContainerChestOpenDesc,"У этого сундука, похоже, отсутствует крышка."
ulmContainerCollapsedTannery,"Разрушенная дубильня"
ulmContainerCollapsedTanneryDesc,"Остатки дубильни, рабочее место для обработки шкур различных зверей."
ulmContainerGunSafeInsecurePlayer,"Небезопасный оружейный сейф"
ulmContainerGunSafeInsecurePlayerDesc,"Хорошее и надежное хранилище. Без замка."
ulmContainerGunSafePlayer,"Оружейный сейф"
ulmContainerGunSafePlayerDesc,"Хорошее и надежное хранилище."
ulmContainerHardenedChestInsecurePlayer,"Прочный небезопасный сундук"
ulmContainerHardenedChestInsecurePlayerDesc,"Очень прочное и вместительное хранилище. Без замка."
ulmContainerHardenedChestSecurePlayer,"Прочный сундук"
ulmContainerHardenedChestSecurePlayerDesc,"Очень прочное и вместительное хранилище."
ulmContainerMunitionsBoxPlayer,"Коробка со снаряжением"
ulmContainerMunitionsBoxPlayerDesc,"Относительно безопасный контейнер."
ulmContainerNightstandClosed,"Комод"
ulmContainerNightstandClosedDesc,"Небольшой шкаф, предназначенный для хранения предметов домашнего обихода или одежды, расположенный рядом с кроватью или в другом месте."
ulmContainerNightstandOpen1,"Комод"
ulmContainerNightstandOpen1Desc,"Небольшой шкаф, предназначенный для хранения предметов домашнего обихода или одежды, расположенный рядом с кроватью или в другом месте."
ulmContainerNightstandOpen2,"Комод"
ulmContainerNightstandOpen2Desc,"Небольшой шкаф, предназначенный для хранения предметов домашнего обихода или одежды, расположенный рядом с кроватью или в другом месте."
ulmContainerNightstandOpen3,"Комод"
ulmContainerNightstandOpen3Desc,"Небольшой шкаф, предназначенный для хранения предметов домашнего обихода или одежды, расположенный рядом с кроватью или в другом месте."
ulmContainerSafeWallEmpty,"Настенный сейф"
ulmContainerSciFi01A,"Металлический контейнер (декор)"
ulmContainerSciFi01ADesc,"Металлический контейнер просто декорация, не имеет хранилища"
ulmContainerSciFi01ALoot,"Металлический контейнер"
ulmContainerSciFi01ALootDesc,"Прочное и вместительное хранилище."
ulmContainerSciFi01ALootSecure,"Металлический контейнер"
ulmContainerSciFi01ALootSecureDesc,"Прочное и вместительное хранилище."
ulmContainerSciFi01ALootSecureSigned,"Подписанный металлический контейнер"
ulmContainerSciFi01ALootSecureSignedDesc,"Прочное и вместительное хранилище."
ulmContainerSciFi01B,"Металлический контейнер (декор)"
ulmContainerSciFi01BDesc,"Металлический контейнер просто декорация, не имеет хранилища"
ulmContainerSciFi01BLoot,"Металлический контейнер"
ulmContainerSciFi01BLootDesc,"Прочное и вместительное хранилище."
ulmContainerSciFi01BLootSecure,"Металлический контейнер"
ulmContainerSciFi01BLootSecureDesc,"Прочное и вместительное хранилище."
ulmContainerSciFi01C,"Металлический контейнер (декор)"
ulmContainerSciFi01CDesc,"Только для украшения, не предназначен для хранения. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01CLoot,"Металлический контейнер"
ulmContainerSciFi01CLootDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01CLootSecure,"Металлический контейнер"
ulmContainerSciFi01CLootSecureDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01CLootSecureSigned,"Подписанный металлический контейнер"
ulmContainerSciFi01CLootSecureSignedDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01D,"Металлический контейнер (декор)"
ulmContainerSciFi01DDesc,"Только для украшения, не предназначен для хранения. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01DLoot,"Металлический контейнер"
ulmContainerSciFi01DLootDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01DLootSecure,"Металлический контейнер"
ulmContainerSciFi01DLootSecureDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFi01DLootSecureSigned,"Подписанный металлический контейнер"
ulmContainerSciFi01DLootSecureSignedDesc,"Прочное и вместительное большое хранилище. Размеры (ДхШхВ): [decea3]2x1x1[-]."
ulmContainerSciFiVariantHelper,"Технические контейнеры"
ulmContainerSciFiVariantHelperDesc,"Только для создания POI и творческого использования."
ulmContainerSmallSafeVariantHelper,"Малый сейф"
ulmContainerSmallSafeVariantHelperDesc,"Крошечное, но надежное хранилище для хранения ценностей.\n[808080]Имеет несколько видов.[-]"
ulmContainerStashElliannia,"Тайник Эллианнии"
ulmContainerStashEllianniaDesc,"Небольшой металлический ящик. Под коробкой лежит записка: Тайник Эллианнии."
ulmContainerStashEllianniaInsecure,"Тайник Эллианнии"
ulmContainerStationChemistryCollapsed,"Разрушенная химическая станция"
ulmContainerStationChemistryCollapsedDesc,"Смешивать и варить всевозможные смеси и химикаты."
ulmContainerSteelSafe1CTRClosed,"Маленький сейф, центрированный"
ulmContainerSteelSafe1CTRClosedDesc,"Небольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe1CTROpen,"Маленький сейф, центрированный открыт"
ulmContainerSteelSafe1CTROpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe1CTRSecure,"Маленький сейф, центрированный"
ulmContainerSteelSafe1CTRSecureDesc,"[decea3]Может быть закрыт.[-]\nНебольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe1Closed,"Маленький сейф"
ulmContainerSteelSafe1ClosedDesc,"Небольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe1Open,"Маленький сейф, открыт"
ulmContainerSteelSafe1OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe1Secure,"Маленький сейф"
ulmContainerSteelSafe1SecureDesc,"[decea3]Может быть закрыт.[-]\nНебольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe1WallClosed,"Маленький настенный сейф"
ulmContainerSteelSafe1WallClosedDesc,"Небольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe1WallOpen,"Маленький настенный сейф, открыт"
ulmContainerSteelSafe1WallOpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe1WallSecure,"Маленький настенный сейф"
ulmContainerSteelSafe1WallSecureDesc,"[decea3]Может быть закрыт.[-]\nНебольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe2Closed,"Стальной сейф"
ulmContainerSteelSafe2ClosedDesc,"Стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe2Open,"Стальной сейф, открыт"
ulmContainerSteelSafe2OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe2Secure,"Стальной сейф"
ulmContainerSteelSafe2SecureDesc,"[decea3]Может быть закрыт.[-]\nСтальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe3Closed,"Большой стальной сейф"
ulmContainerSteelSafe3ClosedDesc,"Большой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe3Open,"Большой стальной сейф, открыт"
ulmContainerSteelSafe3OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe3Secure,"Большой стальной сейф"
ulmContainerSteelSafe3SecureDesc,"[decea3]Может быть закрыт.[-]\nБольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe4Closed,"Усиленный стальной сейф"
ulmContainerSteelSafe4ClosedDesc,"Усиленный стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe4Open,"Усиленный стальной сейф, открыт"
ulmContainerSteelSafe4OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe4Secure,"Усиленный Стальной сейф"
ulmContainerSteelSafe4SecureDesc,"[decea3]Может быть закрыт.[-]\nУсиленный стальной сейф, удобный для хранения ценных вещей."
ulmContainerSteelSafe5Closed,"Стальной шкафчик"
ulmContainerSteelSafe5ClosedDesc,"Стальной шкафчик, удобный для хранения ценных вещей."
ulmContainerSteelSafe5Open,"Стальной шкафчик, открыт"
ulmContainerSteelSafe5OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe5Secure,"Стальной шкафчик"
ulmContainerSteelSafe5SecureDesc,"[decea3]Может быть закрыт.[-]\nСтальной шкафчик, удобный для хранения ценных вещей."
ulmContainerSteelSafe6Closed,"Стальной шкафчик"
ulmContainerSteelSafe6ClosedDesc,"Стальной шкафчик, удобный для хранения ценных вещей."
ulmContainerSteelSafe6Open,"Стальной шкафчик, открыт"
ulmContainerSteelSafe6OpenDesc,"Размещаемый блок, имеющий в основном декоративную ценность."
ulmContainerSteelSafe6Secure,"Стальной шкафчик с замком"
ulmContainerSteelSafe6SecureDesc,"[decea3]Может быть закрыт.[-]\nСтальной шкафчик, удобный для хранения ценных вещей."
ulmContainerSteelSafeVariantHelper,"Маленький стальной сейф"
ulmContainerSteelSafeVariantHelperDesc,"[decea3]Содержит несколько моделей[-]\nНебольшой стальной сейф, удобный для хранения ценных вещей."
ulmContainerTest2,"Стол"
ulmContainerTest,"Буфет"
ulmContainerVault,"Хранилище"
ulmContainerVaultDesc,"Самый надежный контейнер для самых ценных вещей. Размеры (ШхДхГ): [decea3]3x3x3[-]."
ulmContainerWorkbenchCollapsed,"Разрушенный верстак"
ulmContainerWorkbenchCollapsedDesc,"Позволяет создавать более совершенные предметы и блоки, нежели голыми руками."
ulmDebuffEncumbered,"Перегрузка"
ulmDebuffEncumberedDesc,"Вы несете больше, чем может выдержать ваше тело и снаряжение. Пока вы перегружены, у вас будет снижаться подвижность и сила прыжка, чем больше вы перегружены, тем сильнее эффект. Слишком большая нагрузка на организм может вызвать долгосрочные проблемы, поэтому будьте осторожны."
ulmDecoChristmasTree,"Рождественская елка"
ulmDecoIronTable,"Железный стол"
ulmDecoIronTableDesc,"Прочный железный стол, сделанный из железных пластин, труб и других железных деталей."
ulmDecoLogTable,"Стол из дерева"
ulmDecoLogTableDesc,"Примитивный стол, сделанный из бревен и досок в качестве поверхности."
ulmDecoMech01a,"M.A.C.E"
ulmDecoMech01aDesc,"Мобильные бронированные боевые экзоскелеты, или сокращенно M.A.C.E, были специальными юнитами, созданы для силовиков чтоб  поддерживать мир в самых проблемных регионах мира."
ulmDecoPresentBox01a,"Подарочная коробка"
ulmDecoPresentBox01b,"Подарочная коробка"
ulmDecoPresentBox01c,"Подарочная коробка"
ulmDecoPresentBox01d,"Подарочная коробка"
ulmDecoPresentBox02a,"Подарочная коробка"
ulmDecoPresentBox02b,"Подарочная коробка"
ulmDecoPresentBox02c,"Подарочная коробка"
ulmDecoPresentBox02d,"Подарочная коробка"
ulmDecoPresentBox03a,"Подарочная коробка"
ulmDecoPresentBox03b,"Подарочная коробка"
ulmDecoPresentBox03c,"Подарочная коробка"
ulmDecoPresentBox03d,"Подарочная коробка"
ulmDecoPresentBox04a,"Подарочная коробка"
ulmDecoPresentBox04b,"Подарочная коробка"
ulmDecoPresentBox04c,"Подарочная коробка"
ulmDecoPresentBox04d,"Подарочная коробка"
ulmDecoPresentBox05a,"Подарочная коробка"
ulmDecoPresentBox05b,"Подарочная коробка"
ulmDecoPresentBox05c,"Подарочная коробка"
ulmDecoPresentBox06a,"Подарочная коробка"
ulmDecoPresentBox06b,"Подарочная коробка"
ulmDecoPresentBoxVariantHelper,"Подарочная коробка"
ulmDecoSnowman01,"Снеговик"
ulmDecoSnowman02,"Снеговик"
ulmDecoSnowmanVariantHelper,"Снеговик"
ulmDecoSquirrelTexCubSF,"Плюшевая белка"
ulmDecoSquirrelTexCubSFDesc,"Я помню, как однажды играл с подобной игрушкой. Вы можете украсить ею свою базу, сжечь ее или разобрать для получения ресурсов."
ulmDecoToySquirrel,"Плюшевая белка"
ulmDecoToySquirrelDesc,"Я помню, как однажды играл с подобной игрушкой. Вы можете украсить ею свою базу, сжечь ее или разобрать для получения ресурсов."
ulmDoorClassic01aDouble,"Двойная дверь 1-A"
ulmDoorClassic01aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01aSingle,"Дверь 1-A"
ulmDoorClassic01aSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01bDouble,"Двойная дверь 1-B"
ulmDoorClassic01bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01bSingle,"Дверь 1-B"
ulmDoorClassic01bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01cDouble,"Двойная дверь 1-C"
ulmDoorClassic01cDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01cSingle,"Дверь 1-C"
ulmDoorClassic01cSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01dDouble,"Двойная дверь 1-D"
ulmDoorClassic01dDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01dSingle,"Дверь 1-D"
ulmDoorClassic01dSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01eDouble,"Двойная дверь 1-E"
ulmDoorClassic01eDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01eSingle,"Дверь 1-E"
ulmDoorClassic01eSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01fDouble,"Двойная дверь 1-F"
ulmDoorClassic01fDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01fSingle,"Дверь 1-F"
ulmDoorClassic01fSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01gDouble,"Двойная дверь 1-G"
ulmDoorClassic01gDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorClassic01gSingle,"Дверь 1-G"
ulmDoorClassic01gSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial01aDouble,"Промышленная двойная дверь 1-A"
ulmDoorIndustrial01aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial01aSingle,"Промышленная дверь 1-A"
ulmDoorIndustrial01aSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial01bDouble,"Промышленная двойная дверь 1-B"
ulmDoorIndustrial01bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial01bSingle,"Промышленная дверь 1-B"
ulmDoorIndustrial01bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02aDouble,"Промышленная двойная дверь 2-A"
ulmDoorIndustrial02aDoubleNoGlass,"Промышленная двойная дверь 2-A"
ulmDoorIndustrial02aDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02aSingle,"Промышленная дверь 2-A"
ulmDoorIndustrial02aSingleNoGlass,"Промышленная дверь 2-A"
ulmDoorIndustrial02aSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02aSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02bDouble,"Промышленная двойная дверь 2-B"
ulmDoorIndustrial02bDoubleNoGlass,"Промышленная двойная дверь 2-B"
ulmDoorIndustrial02bDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02bSingle,"Промышленная дверь 2-B"
ulmDoorIndustrial02bSingleNoGlass,"Промышленная дверь 2-B"
ulmDoorIndustrial02bSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02cDouble,"Промышленная двойная дверь 2-C"
ulmDoorIndustrial02cDoubleNoGlass,"Промышленная двойная дверь 2-C"
ulmDoorIndustrial02cDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02cDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02cSingle,"Промышленная дверь 2-C"
ulmDoorIndustrial02cSingleNoGlass,"Промышленная дверь 2-C"
ulmDoorIndustrial02cSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial02cSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03aDouble,"Промышленная двойная дверь 3-A"
ulmDoorIndustrial03aDoubleNoGlass,"Промышленная двойная дверь 3-A"
ulmDoorIndustrial03aDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03bDouble,"Промышленная двойная дверь 3-B"
ulmDoorIndustrial03bDoubleNoGlass,"Промышленная двойная дверь 3-B"
ulmDoorIndustrial03bDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03bSingle,"Промышленная дверь 2-B"
ulmDoorIndustrial03bSingleNoGlass,"Промышленная дверь 2-B"
ulmDoorIndustrial03bSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03cDouble,"Промышленная двойная дверь 3-C"
ulmDoorIndustrial03cDoubleNoGlass,"Промышленная двойная дверь 3-C"
ulmDoorIndustrial03cDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03cDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03cSingle,"Промышленная дверь 3-C"
ulmDoorIndustrial03cSingleNoGlass,"Промышленная дверь 3-C"
ulmDoorIndustrial03cSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial03cSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12aDouble,"Промышленная двойная дверь 12-A"
ulmDoorIndustrial12aDoubleNoGlass,"Промышленная двойная дверь 12-A"
ulmDoorIndustrial12aDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12bDouble,"Промышленная двойная дверь 12-B"
ulmDoorIndustrial12bDoubleNoGlass,"Промышленная двойная дверь 12-B"
ulmDoorIndustrial12bDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12bSingle,"Промышленная дверь 2-B"
ulmDoorIndustrial12bSingleNoGlass,"Промышленная дверь 2-B"
ulmDoorIndustrial12bSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12cDouble,"Промышленная двойная дверь 12-C"
ulmDoorIndustrial12cDoubleNoGlass,"Промышленная двойная дверь 12-C"
ulmDoorIndustrial12cDoubleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12cDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12cSingle,"Промышленная дверь 3-C"
ulmDoorIndustrial12cSingleNoGlass,"Промышленная дверь 3-C"
ulmDoorIndustrial12cSingleNoGlassPicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorIndustrial12cSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorMetalDoubleVariantHelper,"Металлическая сдвоенная дверь"
ulmDoorMetalVariantHelper,"Металлическая дверь"
ulmDoorModern01aDouble,"Современная двойная дверь 1-A"
ulmDoorModern01aDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorModern01aSingle,"Современная дверь 1-A"
ulmDoorModern01aSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorModern01bDouble,"Современная двойная дверь 1-B"
ulmDoorModern01bDoublePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorModern01bSingle,"Современная дверь 1-B"
ulmDoorModern01bSinglePicked,"Дверь\n[808080](Взломана)[-]"
ulmDoorSciFi01,"Раздвижная железная дверь"
ulmDoorSciFi01Blueprint,"Раздвижная железная дверь"
ulmDoorSciFi01Desc,"Прочная раздвижная железная дверь из железа. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi01Insecure,"Ненадежные раздвижная железная дверь"
ulmDoorSciFi01InsecureDesc,"Прочная раздвижная железная дверь из железа. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi01Locked,"Закрытая раздвижная железная дверь"
ulmDoorSciFi01LockedDesc,"Только редактирование POI. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi01Powered,"Раздвижная железная дверь с приводом"
ulmDoorSciFi01PoweredBlueprint,"Раздвижная железная дверь с приводом"
ulmDoorSciFi01PoweredDesc,"Прочная раздвижная железная дверь из железа с приводом. Должна быть запитана. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi02,"Раздвижная стеклянная дверь"
ulmDoorSciFi02Blueprint,"Раздвижная стеклянная дверь"
ulmDoorSciFi02Desc,"Прочная раздвижная стеклянная дверь из железа. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi02Insecure,"Ненадежные раздвижная стеклянная дверь"
ulmDoorSciFi02InsecureDesc,"Прочная раздвижная стеклянная дверь из железа. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi02Locked,"Закрытая раздвижная стеклянная дверь"
ulmDoorSciFi02LockedDesc,"Только редактирование POI. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi02Powered,"Раздвижная стеклянная дверь с приводом"
ulmDoorSciFi02PoweredBlueprint,"Раздвижная стеклянная дверь с приводом"
ulmDoorSciFi02PoweredDesc,"Прочная раздвижная железная дверь из железа и стекла, с приводом. Требует электричество. Размеры (ДхШхВ): [decea3]3x1x3[-]."
ulmDoorSciFi02Screen,"Металический инфоэкран"
ulmDoorSciFi02ScreenBlueprint,"Инфоэкран"
ulmDoorSciFi02ScreenDesc,"Экран, на котором может отображаться написанный вами текст."
ulmDoorSciFi02Switch,"Переключатель"
ulmDoorSciFi03,"Раздвижные ворота"
ulmDoorSciFi03Blueprint,"Раздвижные ворота"
ulmDoorSciFi03Desc,"Очень прочные большие раздвижные ворота из железа. Размеры (ДхШхВ): [decea3]7x3x5[-]"
ulmDoorSciFi03Insecure,"Ненадежные раздвижные ворота"
ulmDoorSciFi03InsecureDesc,"Очень прочные большие раздвижные ворота из железа Размеры (ДхШхВ): [decea3]7x3x5[-]"
ulmDoorSciFi03Locked,"Запертые раздвижные ворота"
ulmDoorSciFi03LockedDesc,"Только редактирование POI. Размеры (ДхШхВ): [decea3]7x3x5[-]"
ulmDoorSciFi03Powered,"Раздвижные ворота с приводом"
ulmDoorSciFi03PoweredBlueprint,"Раздвижные ворота с приводом"
ulmDoorSciFi03PoweredDesc,"Очень прочные большие раздвижные ворота из железа. Требует электричество. Размеры (ДхШхВ): [decea3]7x3x5[-]"
ulmDoorSciFi04,"Раздвижная взрывостойкая дверь"
ulmDoorSciFi04Blueprint,"Раздвижная взрывостойкая дверь"
ulmDoorSciFi04Desc,"Очень прочная взрывостойкая дверь. Размеры (ДхШхВ): [decea3]3x3x3[-]"
ulmDoorSciFi04Insecure,"Ненадежная взрывостойкая дверь"
ulmDoorSciFi04InsecureDesc,"Очень прочная взрывостойкая дверь. Размеры (ДхШхВ): [decea3]3x3x3[-]"
