Key,russian
ulmMeleeSwordMacheteValkyrie,"Мачете Валькирия"
ulmMeleeSwordMacheteValkyrieDesc,"Отличный инструмент чтобы получить [decea3]смолу[-] с деревьв, с кактуса[decea3]плоды юкки[-]. Также полезен для потрошения животных или отрубания конечностей зомби."
ulmMeleeSwordMoonBlade,"Лунный клинок"
ulmMeleeSwordMoonBladeBloody,"Окровавленный лунный клинок"
ulmMeleeSwordPipeBlade,"Меч из трубы"
ulmMeleeSwordStreetCrusader,"Уличный крестоносец"
ulmMeleeSwordStreetCrusaderBloody,"Окровавленный уличный крестоносец"
ulmMeleeSwordThornSlasher,"Тернистый убийца"
ulmMeleeSwordThornSlasherBloody,"Окровавленный тернистый убийца"
ulmMeleeTwoHandedPipe,"Длинная труба"
ulmMeleeTwoHandedPipeDesc,"Длинная труба с прикрученной к ней L-образной деталью - простое, но достаточно эффективное самодельное оружие."
ulmMissionTutorial,"Наследие\нНачало"
ulmMissionTutorialDesc,"Загадочная записка."
ulmMissionTutorialTrader,"Наследие\nВыжившие в Пустоши"
ulmMissionTutorialTraderDesc,"Загадочная записка."
ulmModArmorBackpackT1,"Маленький рюкзак"
ulmModArmorBackpackT1Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorBackpackT2,"Средний рюкзак"
ulmModArmorBackpackT2Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorBackpackT3,"Просторный рюкзак"
ulmModArmorBackpackT3Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorBackpackT4,"Большой рюкзак"
ulmModArmorBackpackT4Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorBackpackT5,"Огромный рюкзак"
ulmModArmorBackpackT5Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorBackpackT6,"Походный рюкзак"
ulmModArmorBackpackT6Desc,"Установите его на нагрудную броню, чтобы увеличить грузоподъемность."
ulmModArmorEllianniaLocket,"Медальон Эллианнии"
ulmModArmorEllianniaLocketDesc,"[decea3]Модификатор нагрудной брони[-]\nСеребряный медальон с надписью «Джиллиан, Дочь навсегда»."
ulmModMR10Magazine10,"Винтовка марксмана МАГ-10"
ulmModMR10Magazine10Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModMR10Magazine20,"Винтовка марксмана МАГ-20"
ulmModMR10Magazine20Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModMR10Magazine5,"Винтовка марксмана МАГ-5"
ulmModMR10Magazine5Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModOffhandFlashlight,"Фонарик в вторую руку"
ulmModOffhandFlashlightDesc,"Экипируйте это оружие в левую руку. Поддерживаемое оружие: [decea3]Все пистолеты[-]"
ulmModPistolMagazine10,"Пистолет МАГ-10"
ulmModPistolMagazine10Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModPistolMagazine15,"Пистолет МАГ-15"
ulmModPistolMagazine15Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModPistolMagazine18,"Пистолет МАГ-18"
ulmModPistolMagazine18Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModPistolMagazine20,"Пистолет МАГ-20"
ulmModPistolMagazine20Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModPistolMagazine30,"Пистолет МАГ-30"
ulmModPistolMagazine30Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModSMGMagazine100,"ПП МАГ-100"
ulmModSMGMagazine100Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModSMGMagazine15,"ПП МАГ-15"
ulmModSMGMagazine15Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModSMGMagazine30,"ПП МАГ-30"
ulmModSMGMagazine30Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModSMGMagazine50,"ПП МАГ-50"
ulmModSMGMagazine50Desc,"Съемное устройство для хранения и подачи боеприпасов, прикрепленное стволу.\n\nПод действием пружины патроны, хранящиеся внутри, досылаются в патронник ствола.\n\nБольшинство автоматического или полуавтоматического огнестрельного оружия требует наличия этого устройства для нормального функционирования."
ulmModVehicleCargoStorage,"Сумка для транспорта"
ulmModVehicleCargoStorageDesc,"Увеличивает максимальную грузоподъемность транспорта."
ulmModVehicleCargoStorageSchematic,"[B2DFFF]Схема сумки для транспорта[-]"
ulmModVehicleCargoStorageSchematicDesc,"Инструкции по изготовлению мода Сумка для транспорта."
ulmPerkEfficientPacker1,"Более эффективная упаковка вещей в рюкзаке, позволяющая носить [decea3]20[-] единиц больше в рюкзаке"
ulmPerkEfficientPacker2,"Более эффективная упаковка вещей в рюкзаке, позволяющая носить [decea3]40[-] единиц больше в рюкзаке"
ulmPerkEfficientPacker3,"Более эффективная упаковка вещей в рюкзаке, позволяющая носить [decea3]60[-] единиц больше в рюкзаке"
ulmPerkEfficientPacker4,"Более эффективная упаковка вещей в рюкзаке, позволяющая носить [decea3]80[-] единиц больше в рюкзаке"
ulmPerkEfficientPacker5,"Более эффективная упаковка вещей в рюкзаке, позволяющая носить [decea3]100[-] единиц больше в рюкзаке"
ulmPerkEfficientPackerDesc,"Тщательная упаковка позволяет эффективно и упорядоченно использовать очень ограниченное пространство рюкзака, позволяя вам переносить больше при том же количестве свободного места."
ulmPerkEfficientPackerName,"Дотошный упаковщик"
ulmPerkSubmachineGuns1,"Пистолеты-пулеметы наносят на [decea3]5%[-] больше урона, на [decea3]5%[-] выше скорострельность и на [decea3]10%[-] быстрее перезаряжаются"
ulmPerkSubmachineGuns2,"Пистолеты-пулеметы наносят на [decea3]10%[-] больше урона, на [decea3]10%[-] выше скорострельность и на [decea3]15%[-] быстрее перезаряжаются"
ulmPerkSubmachineGuns3,"Пистолеты-пулеметы наносят на [decea3]15%[-] больше урона, на [decea3]15%[-] выше скорострельность и на [decea3]20%[-] быстрее перезаряжаются."
ulmPerkSubmachineGuns4,"Пистолеты-пулеметы наносят на [decea3]20%[-] больше урона, [decea3]20%[-] быстрее ведут огонь и [decea3]25%[-] быстрее перезаряжаются."
ulmPerkSubmachineGuns5,"Пистолеты-пулеметы наносят на [decea3]25%[-] больше урона, [decea3]25%[-] быстрее ведут огонь и [decea3]30%[-] быстрее перезаряжаются."
ulmPerkSubmachineGunsDesc,"Станьте мастером в владении пистолетов-пулеметов."
ulmPerkSubmachineGunsName,"Пистолеты-пулеметы"
ulmQualityUnlockBladesT2,"[B2DFFF]Исследование клинков (G)[-]"
ulmQualityUnlockBladesT3,"[B2DFFF]Исследование клинков (F)[-]"
ulmQualityUnlockBladesT4,"[B2DFFF]Исследование клинков (E)[-]"
ulmQualityUnlockBladesT5,"[B2DFFF]Исследование клинков (D)[-]"
ulmQualityUnlockBladesT6,"[B2DFFF]Исследование клинков (C)[-]"
ulmQualityUnlockBladesT7,"[B2DFFF]Исследование клинков (B)[-]"
ulmQualityUnlockBowsT2,"[B2DFFF]Исследование луков и арбалетов (G)[-]"
ulmQualityUnlockBowsT3,"[B2DFFF]Исследование луков и арбалетов (F)[-]"
ulmQualityUnlockBowsT4,"[B2DFFF]Исследование луков и арбалетов (E)[-]"
ulmQualityUnlockBowsT5,"[B2DFFF]Исследование луков и арбалетов (D)[-]"
ulmQualityUnlockBowsT6,"[B2DFFF]Исследование луков и арбалетов (C)[-]"
ulmQualityUnlockBowsT7,"[B2DFFF]Исследование луков и арбалетов (B)[-]"
ulmQualityUnlockClubsT2,"[B2DFFF]Исследования дубин (G)[-]"
ulmQualityUnlockClubsT3,"[B2DFFF]Исследования дубин (F)[-]"
ulmQualityUnlockClubsT4,"[B2DFFF]Исследования дубин (E)[-]"
ulmQualityUnlockClubsT5,"[B2DFFF]Исследования дубин (D)[-]"
ulmQualityUnlockClubsT6,"[B2DFFF]Исследования дубин (C)[-]"
ulmQualityUnlockClubsT7,"[B2DFFF]Исследования дубин (B)[-]"
ulmQualityUnlockFistWeaponsT2,"[B2DFFF]Исследование кулачного оружия (G)[-]"
ulmQualityUnlockFistWeaponsT3,"[B2DFFF]Исследование кулачного оружия (F)[-]"
ulmQualityUnlockFistWeaponsT4,"[B2DFFF]Исследование кулачного оружия (E)[-]"
ulmQualityUnlockFistWeaponsT5,"[B2DFFF]Исследование кулачного оружия (D)[-]"
ulmQualityUnlockFistWeaponsT6,"[B2DFFF]Исследование кулачного оружия (C)[-]"
ulmQualityUnlockFistWeaponsT7,"[B2DFFF]Исследование кулачного оружия (B)[-]"
ulmQualityUnlockHandgunsT2,"[B2DFFF]Исследование пистолетов (G)[-]"
ulmQualityUnlockHandgunsT3,"[B2DFFF]Исследование пистолетов (F)[-]"
ulmQualityUnlockHandgunsT4,"[B2DFFF]Исследование пистолетов (E)[-]"
ulmQualityUnlockHandgunsT5,"[B2DFFF]Исследование пистолетов (D)[-]"
ulmQualityUnlockHandgunsT6,"[B2DFFF]Исследование пистолетов (C)[-]"
ulmQualityUnlockHandgunsT7,"[B2DFFF]Исследование пистолетов (B)[-]"
ulmQualityUnlockHeavyArmorT2,"[B2DFFF]Исследование тяжелой брони (G)[-]"
ulmQualityUnlockHeavyArmorT3,"[B2DFFF]Исследование тяжелой брони (F)[-]"
ulmQualityUnlockHeavyArmorT4,"[B2DFFF]Исследование тяжелой брони (E)[-]"
ulmQualityUnlockHeavyArmorT5,"[B2DFFF]Исследование тяжелой брони (D)[-]"
ulmQualityUnlockHeavyArmorT6,"[B2DFFF]Исследование тяжелой брони (C)[-]"
ulmQualityUnlockHeavyArmorT7,"[B2DFFF]Исследование тяжелой брони (B)[-]"
ulmQualityUnlockLightArmorT2,"[B2DFFF]Исследование легкой брони (G)[-]"
ulmQualityUnlockLightArmorT3,"[B2DFFF]Исследование легкой брони (F)[-]"
ulmQualityUnlockLightArmorT4,"[B2DFFF]Исследование легкой брони (E)[-]"
ulmQualityUnlockLightArmorT5,"[B2DFFF]Исследование легкой брони (D)[-]"
ulmQualityUnlockLightArmorT6,"[B2DFFF]Исследование легкой брони (C)[-]"
ulmQualityUnlockLightArmorT7,"[B2DFFF]Исследование легкой брони (B)[-]"
ulmQualityUnlockMachineGunsT2,"[B2DFFF]Исследование пулемета (G)[-]"
ulmQualityUnlockMachineGunsT3,"[B2DFFF]Исследование пулемета (F)[-]"
ulmQualityUnlockMachineGunsT4,"[B2DFFF]Исследование пулемета (E)[-]"
ulmQualityUnlockMachineGunsT5,"[B2DFFF]Исследование пулемета (D)[-]"
ulmQualityUnlockMachineGunsT6,"[B2DFFF]Исследование пулемета (C)[-]"
ulmQualityUnlockMachineGunsT7,"[B2DFFF]Исследование пулемета (B)[-]"
ulmQualityUnlockMiningToolsT2,"[B2DFFF]Исследование копки и рубки (G)[-]"
ulmQualityUnlockMiningToolsT3,"[B2DFFF]Исследование копки и рубки (F)[-]"
ulmQualityUnlockMiningToolsT4,"[B2DFFF]Исследование копки и рубки (E)[-]"
ulmQualityUnlockMiningToolsT5,"[B2DFFF]Исследование копки и рубки (D)[-]"
ulmQualityUnlockMiningToolsT6,"[B2DFFF]Исследование копки и рубки (C)[-]"
ulmQualityUnlockMiningToolsT7,"[B2DFFF]Исследование копки и рубки (B)[-]"
ulmQualityUnlockRiflesT2,"[B2DFFF]Исследование винтовки (G)[-]"
ulmQualityUnlockRiflesT3,"[B2DFFF]Исследование винтовки (F)[-]"
ulmQualityUnlockRiflesT4,"[B2DFFF]Исследование винтовки (E)[-]"
ulmQualityUnlockRiflesT5,"[B2DFFF]Исследование винтовки (D)[-]"
ulmQualityUnlockRiflesT6,"[B2DFFF]Исследование винтовки (C)[-]"
ulmQualityUnlockRiflesT7,"[B2DFFF]Исследование винтовки (B)[-]"
ulmQualityUnlockRocketLaunchersT2,"[B2DFFF]Исследование гранатомета (G)[-]"
ulmQualityUnlockRocketLaunchersT3,"[B2DFFF]Исследование гранатомета (F)[-]"
ulmQualityUnlockRocketLaunchersT4,"[B2DFFF]Исследование гранатомета (E)[-]"
ulmQualityUnlockRocketLaunchersT5,"[B2DFFF]Исследование гранатомета (D)[-]"
ulmQualityUnlockRocketLaunchersT6,"[B2DFFF]Исследование гранатомета (C)[-]"
ulmQualityUnlockRocketLaunchersT7,"[B2DFFF]Исследование гранатомета (B)[-]"
ulmQualityUnlockSalvageToolsT2,"[B2DFFF]Исследование инструмент для разбора (G)[-]"
ulmQualityUnlockSalvageToolsT3,"[B2DFFF]Исследование инструмент для разбора (F)[-]"
ulmQualityUnlockSalvageToolsT4,"[B2DFFF]Исследование инструмент для разбора (E)[-]"
ulmQualityUnlockSalvageToolsT5,"[B2DFFF]Исследование инструмент для разбора (D)[-]"
ulmQualityUnlockSalvageToolsT6,"[B2DFFF]Исследование инструмент для разбора (C)[-]"
ulmQualityUnlockSalvageToolsT7,"[B2DFFF]Исследование инструмент для разбора (B)[-]"
ulmQualityUnlocksGroupDesc,"Сборник данных исследований для улучшения ваших навыков изготовления и создания предметов более высокого качества в этой категории.\n\n[decea3]Перед использованием необходимо изучить предыдущие уровни этого исследования![-]"
ulmQualityUnlockShotgunsT2,"[B2DFFF]Исследование дробовиков (G)[-]"
ulmQualityUnlockShotgunsT3,"[B2DFFF]Исследование дробовиков (F)[-]"
ulmQualityUnlockShotgunsT4,"[B2DFFF]Исследование дробовиков (E)[-]"
ulmQualityUnlockShotgunsT5,"[B2DFFF]Исследование дробовиков (D)[-]"
ulmQualityUnlockShotgunsT6,"[B2DFFF]Исследование дробовиков (C)[-]"
ulmQualityUnlockShotgunsT7,"[B2DFFF]Исследование дробовиков (B)[-]"
ulmQualityUnlockSledgehammersT2,"[B2DFFF]Исследование кувалд (G)[-]"
ulmQualityUnlockSledgehammersT3,"[B2DFFF]Исследование кувалд (F)[-]"
ulmQualityUnlockSledgehammersT4,"[B2DFFF]Исследование кувалд (E)[-]"
ulmQualityUnlockSledgehammersT5,"[B2DFFF]Исследование кувалд (D)[-]"
ulmQualityUnlockSledgehammersT6,"[B2DFFF]Исследование кувалд (C)[-]"
ulmQualityUnlockSledgehammersT7,"[B2DFFF]Исследование кувалд (B)[-]"
ulmQualityUnlockSpearsT2,"[B2DFFF]Исследование копий (G)[-]"
ulmQualityUnlockSpearsT3,"[B2DFFF]Исследование копий (F)[-]"
ulmQualityUnlockSpearsT4,"[B2DFFF]Исследование копий (E)[-]"
ulmQualityUnlockSpearsT5,"[B2DFFF]Исследование копий (D)[-]"
ulmQualityUnlockSpearsT6,"[B2DFFF]Исследование копий (C)[-]"
ulmQualityUnlockSpearsT7,"[B2DFFF]Исследование копий (B)[-]"
ulmQualityUnlockStunBatonsT2,"[B2DFFF]Исследование шоковых дубинок (G)[-]"
ulmQualityUnlockStunBatonsT3,"[B2DFFF]Исследование шоковых дубинок (F)[-]"
ulmQualityUnlockStunBatonsT4,"[B2DFFF]Исследование шоковых дубинок (E)[-]"
ulmQualityUnlockStunBatonsT5,"[B2DFFF]Исследование шоковых дубинок (D)[-]"
ulmQualityUnlockStunBatonsT6,"[B2DFFF]Исследование шоковых дубинок (C)[-]"
ulmQualityUnlockStunBatonsT7,"[B2DFFF]Исследование шоковых дубинок (B)[-]"
ulmQualityUnlockTurretsT2,"[B2DFFF]Исследование турелей (G)[-]"
ulmQualityUnlockTurretsT3,"[B2DFFF]Исследование турелей (F)[-]"
ulmQualityUnlockTurretsT4,"[B2DFFF]Исследование турелей (E)[-]"
ulmQualityUnlockTurretsT5,"[B2DFFF]Исследование турелей (D)[-]"
ulmQualityUnlockTurretsT6,"[B2DFFF]Исследование турелей (C)[-]"
ulmQualityUnlockTurretsT7,"[B2DFFF]Исследование турелей (B)[-]"
ulmQuestTreasureElliannia,"Карта Эллианнии"
ulmQuestTreasureEllianniaDesc,"Старый ключ с маленькой картой, обернутой вокруг него, на которой есть место, смутно обозначенное красной меткой X. На обратной стороне карты написано: Тайник Эллианнии."
ulmResource10mmBullet,"Патроны для ПП"
ulmResource10mmBulletDesc,"Пуля калибра 10х25 мм для пистолетов-пулеметов. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResource10mmBulletHP,"Пуля ПП, полая"
ulmResource10mmBulletHPDesc,"Пуля 10х25 мм с полым наконечником для пистолетов-пулеметов. Также известна как снаряд патрона, отлитый из расплавленного свинца"
ulmResource10mmCasing,"Гильза ПП, латунь"
ulmResource10mmCasingDesc,"Латунная гильза 10х25 мм для пистолетов-пулеметов. Удерживает все части патрона вместе."
ulmResource10mmCasingSteel,"Гильза ПП, сталь"
ulmResource10mmCasingSteelDesc,"Стальная гильза 10х25 мм для пистолетов-пулеметов. Удерживает все части боеприпаса вместе."
ulmResource44MagnumBullet,"Пуля для пистолета HY"
ulmResource44MagnumBulletDesc,"Пуля калибра 11х30 мм для револьверов. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResource44MagnumBulletHP,"HY Пистолетная пуля, пустотелая"
ulmResource44MagnumBulletHPDesc,"Пуля 11х30 мм с полым наконечником для револьверов. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResource44MagnumBulletINC,"HY Пистолетная пуля, зажигательная"
ulmResource44MagnumBulletINCDesc,"Зажигательная пуля калибра 11х30 мм для револьверов. Также известна как снаряд патрона, отлитый из расплавленного свинца и пропитанный зажигательным веществом."
ulmResource44MagnumCasing,"Гильза для пистолета HY, латунь"
ulmResource44MagnumCasingDesc,"Латунная гильза 11х30 мм для револьверов. Удерживает все части патрона вместе."
ulmResource44MagnumCasingSteel,"Гильза для пистолета HY, сталь"
ulmResource44MagnumCasingSteelDesc,"Стальная гильза 11х30 мм для револьверов. Удерживает все части патрона вместе."
ulmResource762mmBullet,"Пуля для винтовки"
ulmResource762mmBulletDesc,"Пуля 8х50 мм для винтовок. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResource762mmBulletHP,"Винтовочная пуля, пустотелая"
ulmResource762mmBulletHPDesc,"Пуля 8х50 мм с полым наконечником для винтовок. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResource762mmBulletINC,"Винтовочная пуля, зажигательная"
ulmResource762mmBulletINCDesc,"Зажигательная пуля калибра 8х50 мм для револьверов. Также известна как снаряд патрона, отлитый из расплавленного свинца и пропитанный зажигательным веществом."
ulmResource762mmCasing,"Винтовочная гильза, латунь"
ulmResource762mmCasingDesc,"Латунная гильза 8х50 мм для винтовок. Удерживает все части патрона вместе."
ulmResource762mmCasingSteel,"Винтовочная гильза, сталь"
ulmResource762mmCasingSteelDesc,"Стальная гильза 8х50 мм для винтовок. Удерживает все части боеприпаса вместе."
ulmResource9mmBulletHP,"Пистолетная пуля, полый патрон"
ulmResource9mmBulletHPDesc,"Пуля 9х20 мм с полым наконечником для пистолетов. Также известна как снаряд патрона, отлитый из расплавленного свинца."
ulmResourceAdhesive,"Адгезионный клей"
ulmResourceAdhesiveDesc,"Клей на основе каучука с исключительными связующими свойствами."
ulmResourceAdvancedRepairKit,"Прод-тый ремкомплект"
ulmResourceAdvancedRepairKitDesc,"[decea3]Продвинутые ремонтные комплекты[-] используются для ремонта самых современных предметов, транспортных средств и многого другого."
ulmResourceBallBearings,"Подшипники"
ulmResourceBallBearingsDesc,"Стандартные шариковые подшипники. Полезно, если вы хотите заставить два объекта вращаться между собой с минимальным трением."
ulmResourceBark,"Кора"
ulmResourceBarkDesc,"Наружный слой ствола и корней деревьев."
ulmResourceBeltBuckle,"Латунная пряжка для ремня"
ulmResourceBeltBuckleDesc,"Используется для скрепления двух концов ремней или пояса."
ulmResourceBenchVice,"Тиски"
ulmResourceBenchViceDesc,"Необходимы при изготовлении верстака."
ulmResourceBicycleRepairKit,"Ремонтный набор для велосипеда"
ulmResourceBicycleRepairKitDesc,"Все необходимое для ремонта велосипеда."
ulmResourceBicycleWheel,"Колесо велосипеда"
ulmResourceBicycleWheelBlueprint,"[B2DFFF]Схема колеса велосипеда[-]"
ulmResourceBicycleWheelBlueprintDesc,"Инструкции по изготовлению [decea3]Велосипедного колеса[-]."
ulmResourceBicycleWheelDesc,"Стандартное велосипедное колесо"
ulmResourceBonePowder,"Костный порошок"
ulmResourceBonePowderDesc,"Костный порошок является основным ингредиентом для изготовления клея."
ulmResourceBook,"Старая книга"
ulmResourceBookDesc,"Старая книга даст вам бумагу и хорошо горит."
ulmResourceBottleEmpty,"Пустая пивная бутылка"
ulmResourceBottleEmptyDesc,"Пустая пивная бутылка. Идеально подходит для приготовления коктейлей Молотова или для варки собственного пива."
ulmResourceBowl,"Миска"
ulmResourceBowlDesc,"Если вы хотите готовить супы/тушеные блюда, то вам нужно будет куда-то наливать их перед едой, и миска - идеальный предмет для этого."
ulmResourceBowstring,"Тетива"
ulmResourceBowstringDesc,"Тетива, которая используется для изготовления лука или арбалета."
ulmResourceBranch,"Ветка"
ulmResourceBranchDesc,"Используются в некоторых ремесленных рецептах. Быстро сгорает, чего и следовало ожидать."
ulmResourceBrassValve,"Латунный вентиль"
ulmResourceBrassValveDesc,"Применяется в жилых или коммерческих помещениях для управелния потоками воздуха, пара, нефти или газа."
ulmResourceBrick,"Глиняный кирпич"
ulmResourceBrickDesc,"Можно использовать для крафта или получения глины.."
ulmResourceCapacitors,"Конденсаторы"
ulmResourceCapacitorsDesc,"Пассивный двухконтактный электрический компонент, накапливающий электрическую энергию и используемый в качестве компонента во многих электрических устройствах."
ulmResourceCardboard,"Картон"
ulmResourceCardboardDesc,"Несколько обрезков картона. Горит неплохо, а с помощью клейкой ленты можно сделать картонную коробку."
ulmResourceCarRepairKit,"Ремонтный набор для автомобиля"
ulmResourceCarRepairKitDesc,"Содержит все необходимые детали для восстановления автомобиля до рабочего состояния."
ulmResourceCartWheel,"Колесо тележки"
ulmResourceCartWheelDesc,"Очень простые колеса от тележки для покупок."
ulmResourceCarWheel,"Колесо автомобиля"
ulmResourceCarWheelBlueprint,"[B2DFFF]Схема колеса автомобиля[-]"
ulmResourceCarWheelBlueprintDesc,"Инструкции по изготовлению [decea3]Колеса автомобиля[-]."
ulmResourceCarWheelDesc,"Обычное колесе автомобиля"
ulmResourceChairWheel,"Колеса стула"
ulmResourceChairWheelDesc,"Очень простое роликовое колесо для стула."
ulmResourceCharcoal,"Кокс"
ulmResourceCharcoalDesc,"Углеродный остаток, образующийся при сильном нагревании древесины и испарении всей воды в процессе, в процессе сжигания древесного угля, обычно в камине, дровяной печи и т.п.. Может использоваться в медицине, искусстве и, самое главное, в металлургии в качестве источника топлива."
ulmResourceClay,"Глина"
ulmResourceClayDesc,"Ключевой ресурс для кирпича. Его можно добывать из почвы в небольших количествах или изготавливать путем смешивания почвы с водой."
ulmResourceCoalPowder,"Угольный порошок"
ulmResourceCoalPowderDesc,"Основной ингредиент для производства пороха."
ulmResourceConcreteReinforcement,"Армирование бетона"
ulmResourceConcreteReinforcementDesc,"Используется для усиления существующих [decea3]бетонных блоков[-] в [decea3]железобетонные блоки[-]."
ulmResourceCoolingSystem,"Система охлаждения"
ulmResourceCoolingSystemDesc,"Система охлаждения холодильника, основа любого современного холодильникаge."
ulmResourceDiamonds,"Алмазы"
ulmResourceDiamondsDesc,"Когда-то они были весьма ценными."
ulmResourceDoorHandleBrass,"Латунная дверная ручка"
ulmResourceDoorHandleBrassDesc,"Изящно изогнутая латунная ручка. Обычно крепится к двери."
ulmResourceDoorHandleSteel,"Дверная ручка"
ulmResourceDoorHandleSteelDesc,"Металлическая ручка промышленного класса, изготовленная из стали. Чаще всего используется в сочетании с промышленными металлическими дверями для школ, больниц, магазинов и т.д.."
ulmResourceDoorKnobBrass,"Дверная ручка с замком"
ulmResourceDoorKnobBrassDesc,"Простая круглая латунная ручка с отдельной запорной ручкой. Обычно крепится к двери."
ulmResourceDowels дюбели"
ulmResourceDowelsDesc,"Может использоваться в деревообработке для усиления соединений различных деревянных деталей."
ulmResourceDrawerTracks,"Направляющие для выдвижных ящиков"
ulmResourceDrawerTracksDesc,"Очень прочные направляющие. Вы не сможете сделать хороший ящик без нескольких таких штук."
ulmResourceDuctTapeMilitary,"Военная клейкая лента"
ulmResourceDuctTapeMilitaryDesc,"Очень прочная клейкая лента военного класса, самая прочная клейкая лента из когда-либо изобретенных."
ulmResourceDuneRunnerDashboard,"Приборная панель багги"
ulmResourceDuneRunnerDashboardDesc,"Используется для управления и контроля, переключения передач автомобиля и мониторинга основных показателей его работы."
ulmResourceDuneRunnerDashboardSchematic,"[B2DFFF]Схема приборной панели багги[-]"
ulmResourceDuneRunnerDashboardSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает XP при использовании."
ulmResourceDuneRunnerFrame,"Рама багги"
ulmResourceDuneRunnerFrameDesc,"Удерживает различные компоненты траспорта вместе."
ulmResourceDuneRunnerFrameSchematic,"[B2DFFF]Схема рамы багги[-]"
ulmResourceDuneRunnerFrameSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает XP при использовании."
ulmResourceDuneRunnerSeat,"Кресло багги"
ulmResourceDuneRunnerSeatDesc,"Удобное и крепкое сиденье для автомобиля."
ulmResourceDuneRunnerSeatSchematic,"[B2DFFF]Схема кресло багги[-]"
ulmResourceDuneRunnerSeatSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает XP при использовании."
ulmResourceDuneRunnerSuspension,"Подвеска багги"
ulmResourceDuneRunnerSuspensionDesc,"Предлагает более комфортную езду, а также вне дорожные возможности для траспорта."
ulmResourceDuneRunnerSuspensionSchematic,"[B2DFFF]Схема подвески багги[-]"
ulmResourceDuneRunnerSuspensionSchematicDesc,"Позволяет изучить новый рецепт. Если уже изучено, дает XP при использовании."
ulmResourceDuneRunnerWheel,"Колесо багги"
ulmResourceDuneRunnerWheelDesc,"Колеса для бездорожья с отличным сцеплением."
