Key,English
actionPerkDesc,"[decea3]Action Skill[-]: Level increases by itself when performing a certain task or finding and reading a special skill book associated to the skill.\n\n"
skillStrengthGeneralName,"Muscle"
skillStrengthConstructionName,"Mining"
skillFortitudeSurvivalName,"Survival"
skillFortitudeRecoveryName,"Recovery"
skillPerceptionGeneralName,"Hunting"
skillPerceptionScavengingName,"Scavenging"
actionPerkSniperRifles,"Sniper Rifles"
actionPerkSniperRifles1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]"
actionPerkSniperRifles2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]"
actionPerkSniperRifles3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkSniperRifles4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkSniperRifles5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkArchery,"Bows and Crossbows"
actionPerkArchery1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload and Draw Speed [decea3]+5%[-]"
actionPerkArchery2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload and Draw Speed [decea3]+10%[-]"
actionPerkArchery3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload and Draw Speed [decea3]+15%[-]"
actionPerkArchery4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload and Draw Speed [decea3]+20%[-]"
actionPerkArchery5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload and Draw Speed [decea3]+25%[-]"
actionPerkSpears,"Polearms"
actionPerkSpears1,"Polearms have [decea3]5%[-] increased Dismemberment chance and deal [decea3]5%[-] more Damage and have increased Headshot Damage by [decea3]10%[-]"
actionPerkSpears2,"Polearms have [decea3]10%[-] increased Dismemberment chance and deal [decea3]10%[-] more Damage and have increased Headshot Damage by [decea3]20%[-]"
actionPerkSpears3,"Polearms have [decea3]15%[-] increased Dismemberment chance and deal [decea3]15%[-] more Damage and have increased Headshot Damage by [decea3]30%[-]"
actionPerkSpears4,"Polearms have [decea3]20%[-] increased Dismemberment chance and deal [decea3]20%[-] more Damage and have increased Headshot Damage by [decea3]40%[-]"
actionPerkSpears5,"Polearms have [decea3]25%[-] increased Dismemberment chance and deal [decea3]25%[-] more Damage and have increased Headshot Damage by [decea3]50%[-]"
actionPerkLockPicking,"Lock Picking"
actionPerkLockpickingDesc,"Improves your ability to pick locks, increasing the speed at which you can pick a lock up to [decea3]50%[-]. Pick locks with lockpicks to improve this skill."
actionPerkLockPicking1,"[decea3]+20[-] to Lockpicking\nLockpicks and Bobby Pins have [decea3]20%[-] more durability"
actionPerkLockPicking2,"[decea3]+40[-] to Lockpicking\nLockpicks and Bobby Pins have [decea3]40%[-] more durability"
actionPerkLockPicking3,"[decea3]+60[-] to Lockpicking\nLockpicks and Bobby Pins have [decea3]60%[-] more durability"
actionPerkLockPicking4,"[decea3]+80[-] to Lockpicking\nLockpicks and Bobby Pins have [decea3]80%[-] more durability"
actionPerkLockPicking5,"[decea3]+100[-] to Lockpicking\nLockpicks and Bobby Pins have [decea3]100%[-] more durability"
actionPerkLooting,"Looting"
actionPerkLooting1,"Looting time [decea3]-10%[-]\nLoot game stage [decea3]+5%[-]"
actionPerkLooting2,"Looting time [decea3]-20%[-]\nLoot game stage [decea3]+10%[-]"
actionPerkLooting3,"Looting time [decea3]-30%[-]\nLoot game stage [decea3]+15%[-]"
actionPerkLooting4,"Looting time [decea3]-40%[-]\nLoot game stage [decea3]+20%[-]"
actionPerkLooting5,"Looting time [decea3]-50%[-]\nLoot game stage [decea3]+25%[-]"
actionPerkButcher,"Animal Harvesting"
actionPerkButcher1,"Animal corpse resources [decea3]+10%[-]"
actionPerkButcher2,"Animal corpse resources [decea3]+20%[-]"
actionPerkButcher3,"Animal corpse resources [decea3]+30%[-]"
actionPerkButcher4,"Animal corpse resources [decea3]+40%[-]"
actionPerkButcher5,"Animal corpse resources [decea3]+50%[-]"
actionPerkStrength,"Weight Lifting"
actionPerkStrength1,"Increases your backpack cargo capacity by [decea3]20[-] units"
actionPerkStrength2,"Increases your backpack cargo capacity by [decea3]40[-] units"
actionPerkStrength3,"Increases your backpack cargo capacity by [decea3]60[-] units"
actionPerkStrength4,"Increases your backpack cargo capacity by [decea3]80[-] units"
actionPerkStrength5,"Increases your backpack cargo capacity by [decea3]100[-] units"
actionPerkAssaultRifles,"Machine Guns"
actionPerkAssaultRifles1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]"
actionPerkAssaultRifles2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]"
actionPerkAssaultRifles3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkAssaultRifles4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkAssaultRifles5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkClubs,"Clubs"
actionPerkClubs1,"Damage, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nExtra Damage to Stunned Targets [decea3]+10%[-]"
actionPerkClubs2,"Damage, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nExtra Damage to Stunned Targets [decea3]+20%[-]"
actionPerkClubs3,"Damage, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nExtra Damage to Stunned Targets [decea3]+30%[-]"
actionPerkClubs4,"Damage, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nExtra Damage to Stunned Targets [decea3]+40%[-]"
actionPerkClubs5,"Damage, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nExtra Damage to Stunned Targets [decea3]+50%[-]"
actionPerkSledgehammers,"Sledgehammers"
actionPerkSledgehammers1,"Damage, Dismemberment [decea3]+5%[-]\nExtra Headshot Damage [decea3]+10%[-]\n"
actionPerkSledgehammers2,"Damage, Dismemberment [decea3]+10%[-]\nExtra Headshot Damage [decea3]+20%[-]\n"
actionPerkSledgehammers3,"Damage, Dismemberment [decea3]+15%[-]\nExtra Headshot Damage [decea3]+30%[-]\n"
actionPerkSledgehammers4,"Damage, Dismemberment [decea3]+20%[-]\nExtra Headshot Damage [decea3]+40%[-]\n"
actionPerkSledgehammers5,"Damage, Dismemberment [decea3]+25%[-]\nExtra Headshot Damage [decea3]+50%[-]\n"
actionPerkAxes,"Woodcutting Tools"
actionPerkAxes1,"Damage [decea3]+10%[-]\nHarvesting efficiency [decea3]+10%[-]"
actionPerkAxes2,"Damage [decea3]+20%[-]\nHarvesting efficiency [decea3]+20%[-]"
actionPerkAxes3,"Damage [decea3]+30%[-]\nHarvesting efficiency [decea3]+30%[-]"
actionPerkAxes4,"Damage [decea3]+40%[-]\nHarvesting efficiency [decea3]+40%[-]"
actionPerkAxes5,"Damage [decea3]+50%[-]\nHarvesting efficiency [decea3]+50%[-]"
actionPerkShovels,"Digging Tools"
actionPerkShovels1,"Damage [decea3]+10%[-]\nHarvesting efficiency [decea3]+10%[-]"
actionPerkShovels2,"Damage [decea3]+20%[-]\nHarvesting efficiency [decea3]+20%[-]"
actionPerkShovels3,"Damage [decea3]+30%[-]\nHarvesting efficiency [decea3]+30%[-]"
actionPerkShovels4,"Damage [decea3]+40%[-]\nHarvesting efficiency [decea3]+40%[-]"
actionPerkShovels5,"Damage [decea3]+50%[-]\nHarvesting efficiency [decea3]+50%[-]"
actionPerkMining,"Mining Tools"
actionPerkMiningDesc,"You become more skillful while using mining related tools such as picks and pickaxes. Use mining tools to improve this skill."
actionPerkMiningEffect,"[decea3]+0.5%[-] Block Damage, [decea3]+0.2%[-] Attack Speed, [decea3]-0.2%[-] Stamina usage."
actionPerkMining1,"Damage [decea3]+10%[-]\nHarvesting efficiency [decea3]+10%[-]"
actionPerkMining2,"Damage [decea3]+20%[-]\nHarvesting efficiency [decea3]+20%[-]"
actionPerkMining3,"Damage [decea3]+30%[-]\nHarvesting efficiency [decea3]+30%[-]"
actionPerkMining4,"Damage [decea3]+40%[-]\nHarvesting efficiency [decea3]+40%[-]"
actionPerkMining5,"Damage [decea3]+50%[-]\nHarvesting efficiency [decea3]+50%[-]"
actionPerkShotguns,"Shotguns"
actionPerkShotgunsDesc,"Improves [decea3]Shotgun[-] fire rate, reload speed, damage and aiming up to [decea3]25%[-]. Use shotguns to improve this skill."
actionPerkShotgunsEffect,"Improves [decea3]Shotgun[-] fire rate, reload speed, damage and aiming \nby [decea3]0.25%[-]."
actionPerkShotguns1,"Damage, Fire rate, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]"
actionPerkShotguns2,"Damage, Fire rate, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]"
actionPerkShotguns3,"Damage, Fire rate, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkShotguns4,"Damage, Fire rate, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkShotguns5,"Damage, Fire rate, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkBrawler,"Brawler"
actionPerkBrawler1,"Damage, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]"
actionPerkBrawler2,"Damage, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]"
actionPerkBrawler3,"Damage, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]"
actionPerkBrawler4,"Damage, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]"
actionPerkBrawler5,"Damage, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]"
actionPerkResistHeat,"Heat Resistance"
actionPerkResistHeat1,"Heat resistance [decea3]+0.5[-]"
actionPerkResistHeat2,"Heat resistance [decea3]+1.0[-]"
actionPerkResistHeat3,"Heat resistance [decea3]+1.5[-]"
actionPerkResistHeat4,"Heat resistance [decea3]+2.0[-]"
actionPerkResistHeat5,"Heat resistance [decea3]+2.5[-]"
actionPerkResistCold,"Cold Resistance"
actionPerkResistCold1,"Cold resistance [decea3]+0.5[-]"
actionPerkResistCold2,"Cold resistance [decea3]+1.0[-]"
actionPerkResistCold3,"Cold resistance [decea3]+1.5[-]"
actionPerkResistCold4,"Cold resistance [decea3]+2.0[-]"
actionPerkResistCold5,"Cold resistance [decea3]+2.5[-]"
actionPerkResistPain,"Pain Resistance"
actionPerkResistPain1,"Health Loss [decea3]-4%[-]\nStun resistance [decea3]+10%[-]"
actionPerkResistPain2,"Health Loss [decea3]-8%[-]\nStun resistance [decea3]+20%[-]"
actionPerkResistPain3,"Health Loss [decea3]-12%[-]\nStun resistance [decea3]+30%[-]"
actionPerkResistPain4,"Health Loss [decea3]-16%[-]\nStun resistance [decea3]+40%[-]"
actionPerkResistPain5,"Health Loss [decea3]-20%[-]\nStun resistance [decea3]+50%[-]"
actionPerkHealing,"Healing"
actionPerkHealingDesc,"Increases Max Health up to [decea3]50[-]. Use healing items or drugs to improve this skill."
actionPerkHealingEffect,"Increases Max Health by [decea3]0.5[-]."
actionPerkHealing1,"Medical items are [decea3]10%[-] more effective"
actionPerkHealing2,"Medical items are [decea3]20%[-] more effective"
actionPerkHealing3,"Medical items are [decea3]30%[-] more effective"
actionPerkHealing4,"Medical items are [decea3]40%[-] more effective"
actionPerkHealing5,"Medical items are [decea3]50%[-] more effective"
actionPerkHandguns,"Handguns"
actionPerkHandgunsDesc,"Improves [decea3]Handgun[-] fire rate, reload speed, damage and aiming up to [decea3]25%[-]. Use handguns to improve this skill."
actionPerkHandgunsEffect,"Improves [decea3]Handgun[-] fire rate, reload speed, damage and aiming \nby [decea3]0.25%[-]."
actionPerkHandguns1,"Damage, Aim, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]"
actionPerkHandguns2,"Damage, Aim, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]"
actionPerkHandguns3,"Damage, Aim, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkHandguns4,"Damage, Aim, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkHandguns5,"Damage, Aim, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkBlades,"Knives and Swords"
actionPerkBladesDesc,"Improves blade weapon damage, attack speed and dismemberment chance up to [decea3]25%[-] and improves harvesting meat up to [decea3]40%[-]. Use blade weapons to improve this skill."
actionPerkBladesEffect,"Improves blade weapon damage, attack speed and dismemberment chance by [decea3]0.25%[-]. Become more effective in harvesting meat by [decea3]0.4%[-]."
actionPerkBlades1,"Damage, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]"
actionPerkBlades2,"Damage, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]"
actionPerkBlades3,"Damage, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]"
actionPerkBlades4,"Damage, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]"
actionPerkBlades5,"Damage, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]"
actionPerkAthletics,"Athletics"
actionPerkAthleticsDesc,"Improves your stamina regeneration rate while running and maximum stamina up to [decea3]20%[-]. Walk, run, jump or swim to improve the skill."
actionPerkAthleticsEffect,"Improves stamina regeneration while running and maximum stamina by [decea3]0.2%[-]."
actionPerkAthletics1,"Maximum Stamina [decea3]+5%[-]\nSprinting Stamina recovery [decea3]+5%[-]"
actionPerkAthletics2,"Maximum Stamina [decea3]+10%[-]\nSprinting Stamina recovery [decea3]10%[-]"
actionPerkAthletics3,"Maximum Stamina [decea3]+15%[-]\nSprinting Stamina recovery [decea3]15%[-]"
actionPerkAthletics4,"Maximum Stamina [decea3]+20%[-]\nSprinting Stamina recovery [decea3]20%[-]"
actionPerkAthletics5,"Maximum Stamina [decea3]+25%[-]\nSprinting Stamina recovery [decea3]25%[-]"
actionPerkSneaking,"Sneaking"
actionPerkSneakingDesc,"Increases your crouch speed and reduces noise while crouched up to [decea3]25%[-]. Move while crouched to improve this skill."
actionPerkSneakingEffect,"Increases your crouch speed and reduces noise while crouched by [decea3]0.25%[-]."
actionPerkSneaking1,"Crouch speed [decea3]+5%[-]\nDetection and noise [decea3]-5%[-]"
actionPerkSneaking2,"Crouch speed [decea3]+10%[-]\nDetection and noise [decea3]-10%[-]"
actionPerkSneaking3,"Crouch speed [decea3]+15%[-]\nDetection and noise [decea3]-15%[-]"
actionPerkSneaking4,"Crouch speed [decea3]+20%[-]\nDetection and noise [decea3]-20%[-]"
actionPerkSneaking5,"Crouch speed [decea3]+25%[-]\nDetection and noise [decea3]-25%[-]"
actionPerkAssasin,"Assassin"
actionPerkAssasin1,"Sneak attacks deal [decea3]20%[-] more damage"
actionPerkAssasin2,"Sneak attacks deal [decea3]40%[-] more damage"
actionPerkAssasin3,"Sneak attacks deal [decea3]60%[-] more damage"
actionPerkAssasin4,"Sneak attacks deal [decea3]80%[-] more damage"
actionPerkAssasin5,"Sneak attacks deal [decea3]100%[-] more damage"
actionPerkSubmachineGuns,"Submachine Guns"
actionPerkSubmachineGunsDesc,"Improves [decea3]Submachine Gun[-] fire rate, reload speed, damage and aiming up to [decea3]25%[-]. Use submachine guns to improve this skill."
actionPerkSubmachineGunsEffect,"Improves [decea3]Submachine Guns[-] fire rate, reload speed, damage and aiming \nby [decea3]0.25%[-]."
actionPerkSubmachineGuns1,"Damage and Aim [decea3]+5%[-]\nDismemberment [decea3]+4%[-]\nHeadshot Damage [decea3]+10%[-]\nReload Speed [decea3]+2%[-]"
actionPerkSubmachineGuns2,"Damage and Aim [decea3]+10%[-]\nDismemberment [decea3]+8%[-]\nHeadshot Damage [decea3]+20%[-]\nReload Speed [decea3]+4%[-]"
actionPerkSubmachineGuns3,"Damage and Aim [decea3]+15%[-]\nDismemberment [decea3]+12%[-]\nHeadshot Damage [decea3]+30%[-]\nReload Speed [decea3]+6%[-]"
actionPerkSubmachineGuns4,"Damage and Aim [decea3]+20%[-]\nDismemberment [decea3]+16%[-]\nHeadshot Damage [decea3]+40%[-]\nReload Speed [decea3]+8%[-]"
actionPerkSubmachineGuns5,"Damage and Aim [decea3]+25%[-]\nDismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+50%[-]\nReload Speed [decea3]+10%[-]"
actionPerkExplosives,"Explosives"
actionPerkExplosives1,"Damage [decea3]+10%[-]\nAim and Dismemberment chance [decea3]+5%[-]\nReload Speed [decea3]+2%[-]"
actionPerkExplosives2,"Damage [decea3]+20%[-]\nAim and Dismemberment chance [decea3]+10%[-]\nReload Speed [decea3]+4%[-]"
actionPerkExplosives3,"Damage [decea3]+30%[-]\nAim and Dismemberment chance [decea3]+15%[-]\nReload Speed [decea3]+6%[-]"
actionPerkExplosives4,"Damage [decea3]+40%[-]\nAim and Dismemberment chance [decea3]+20%[-]\nReload Speed [decea3]+8%[-]"
actionPerkExplosives5,"Damage [decea3]+50%[-]\nAim and Dismemberment chance [decea3]+25%[-]\nReload Speed [decea3]+10%[-]"
actionPerkShockers,"Baton Weapons"
actionPerkShockers1,"Damage, Dismemberment [decea3]+5%[-]\nHeadshot Damage [decea3]+10%[-]"
actionPerkShockers2,"Damage, Dismemberment [decea3]+10%[-]\nHeadshot Damage [decea3]+20%[-]"
actionPerkShockers3,"Damage, Dismemberment [decea3]+15%[-]\nHeadshot Damage [decea3]+30%[-]"
actionPerkShockers4,"Damage, Dismemberment [decea3]+20%[-]\nHeadshot Damage [decea3]+40%[-]"
actionPerkShockers5,"Damage, Dismemberment [decea3]+25%[-]\nHeadshot Damage [decea3]+50%[-]"
actionPerkTurrets,"Turrets"
actionPerkTurrets1,"Portable Turret performance [decea3]+5%[-]\nElectrical Trap EXP [decea3]+5%[-]"
actionPerkTurrets2,"Portable Turret performance [decea3]+10%[-]\nElectrical Trap EXP [decea3]+10%[-]"
actionPerkTurrets3,"Portable Turret performance [decea3]+15%[-]\nElectrical Trap EXP [decea3]+15%[-]"
actionPerkTurrets4,"Portable Turret performance [decea3]+20%[-]\nElectrical Trap EXP [decea3]+20%[-]"
actionPerkTurrets5,"Portable Turret performance [decea3]+25%[-]\nElectrical Trap EXP [decea3]+25%[-]"
actionPerkTrading,"Trading"
actionPerkTrading1,"Selling items is [decea3]5%[-] more profitable\nTrade Level [decea3]+1[-]"
actionPerkTrading2,"Selling items is [decea3]10%[-] more profitable\nTrade Level [decea3]+2[-]"
actionPerkTrading3,"Selling items is [decea3]15%[-] more profitable\nTrade Level [decea3]+3[-]"
actionPerkTrading4,"Selling items is [decea3]20%[-] more profitable\nTrade Level [decea3]+4[-]"
actionPerkTrading5,"Selling items is [decea3]25%[-] more profitable\nTrade Level [decea3]+5[-]"
actionPerkQuesting,"Missions"
actionPerkQuesting1,"Reward Dukes [decea3]+5%[-]"
actionPerkQuesting2,"Reward Dukes [decea3]+10%[-]"
actionPerkQuesting3,"Reward Dukes [decea3]+15%[-]\nAdditional mission reward offer"
actionPerkQuesting4,"Reward Dukes [decea3]+20%[-]\nAdditional mission reward"
actionPerkQuesting5,"Reward Dukes [decea3]+25%[-]"
actionPerkSalvaging,"Salvage Tools"
actionPerkSalvaging1,"Damage [decea3]+10%[-]\nSalvaging efficiency [decea3]+10%[-]"
actionPerkSalvaging2,"Damage [decea3]+20%[-]\nSalvaging efficiency [decea3]+20%[-]"
actionPerkSalvaging3,"Damage [decea3]+30%[-]\nSalvaging efficiency [decea3]+30%[-]"
actionPerkSalvaging4,"Damage [decea3]+40%[-]\nSalvaging efficiency [decea3]+40%[-]"
actionPerkSalvaging5,"Damage [decea3]+50%[-]\nSalvaging efficiency [decea3]+50%[-]"
ulmSkillUtilityName,"Utility"
perkSniperAPAmmoDesc,"Craft [decea3]AP 7.92mm[-] ammunition."
perkSniperAPAmmoLongDesc,"Teaches you how to craft [decea3]AP 7.92mm[-] ammunition."
perkSniperHPAmmoDesc,"Craft [decea3]HP 7.92mm[-] ammunition."
perkSniperHPAmmoLongDesc,"Teaches you how to craft [decea3]HP 7.92mm[-] ammunition."
bookArtOfMiningNobleMetalsDesc,"You can craft [decea3]Gold[-] and [decea3]Silver Ingots[-]."
bookArtOfMiningNobleMetalsLongDesc,"Specialist Smelter: Learn the skills to smelt noble metals such as Gold, Silver etc."
perkRangersCompleteDesc,"Bows and Crossbows deal [decea3]10%[-] more damage."
perkRangersCompleteLongDesc,"Bows and Crossbows deal [decea3]10%[-] more damage."
perkEnforcerCompleteDesc,"All shots with .44 ammo penetrate enemies."
perkEnforcerCompleteLongDesc,"All shots with .44 ammo penetrate enemies."
perkSniperCompleteDesc,"You can craft a Ghillie Suit."
perkSniperCompleteLongDesc,"You can craft a Ghillie Suit."
skillTreeStrength05Desc,"[decea3]{0}[-] to Strength"
skillTreeStrengthClassDesc,"[decea3]A S S A U L T[-]\n[decea3]{0}[-] to Inventory Carry Limit\n[decea3]{1}[-] to Maximum Food and Thirst Limit\n[decea3]{2}[-] increased Melee Weapon Physical Damage\n[decea3]{3}[-] increased Assault Rifle, Rocket Launcher and Explosive Physical Damage\n[decea3]{4}[-] increased Mining Tool Physical Damage"
ulmSkillStrength,"Strength"
ulmSkillStrengthDesc,"[decea3]{0}[-] increased [decea3]Melee Physical Damage[-]\n[decea3]Carry Weight[-] limit increased by [decea3]{1}[-]"
ulmSkillStrengthDescDefault,"Every [decea3]{0}[-] Strength:\n[decea3]{1}[-] increased [decea3]Melee Physical Damage[-]\n[decea3]Carry Weight[-] limit increased by [decea3]{2}[-]"
skillTreeFortitude05Desc,"[decea3]{0}[-] to Fortitude"
skillTreeFortitudeClassDesc,"[decea3]E N F O R C E R[-]\n[decea3]{0}[-] increased [decea3]Maximum Health[-]\n[decea3]{1}[-] increased [decea3]Stun Resistance[-]\n[decea3]{2}[-] increased healing effectiveness of medical healing items\n[decea3]{3}[-] increased Fist Weapon Physical Damage\n[decea3]{4}[-] increased Shotgun Physical Damage"
ulmSkillFortitude,"Fortitude"
ulmSkillFortitudeDesc,"[decea3]{0}[-] increased [decea3]Maximum Health[-]\n[decea3]{1}[-] increased [decea3]Stun Resistance[-]"
ulmSkillFortitudeDescDefault,"Every [decea3]{0}[-] Fortitude:\n[decea3]{1}[-] increased [decea3]Maximum Health[-]\n[decea3]{2}[-] increased [decea3]Stun Resistance[-]"
skillTreeDexterity05Desc,"[decea3]{0}[-] to Dexterity"
skillTreeDexterityClassDesc,"[decea3]R E C O N[-]\n[decea3]{0}[-] increased Maximum Stamina\n[decea3]{1}[-] increased Physical Damage with Blade Weapons, Pistols and Submachine Guns\n[decea3]{2}[-] increased Ranged Weapon Hip Fire Accuracy\n[decea3]{3}[-] increased Crouch Speed and Stealth effectiveness in low light\n[decea3]{4}[-] decreased action noise level and Alerted Target search duration"
ulmSkillDexterity,"Dexterity"
ulmSkillDexterityDesc,"[decea3]{0}[-] increased [decea3]Maximum Stamina[-]\n[decea3]{1}[-] increased [decea3]Headshot Damage[-]"
ulmSkillDexterityDescDefault,"Every [decea3]{0}[-] Dexterity:\n[decea3]{1}[-] increased [decea3]Maximum Stamina[-]\n[decea3]{2}[-] increased [decea3]Headshot Damage[-]"
skillTreePerception05Desc,"[decea3]{0}[-] to Perception"
skillTreePerceptionClassDesc,"[decea3]S C O U T[-]\n[decea3]{0}[-] increased Physical Damage with Spears, Bows, Crossbows and Sniper Rifles\n[decea3]{1}[-] decreased stamina consumption while aiming with Ranged Weapons\n[decea3]{2}[-] increased Dismemberment Chance\n[decea3]{3}[-] to Loot Stage\n[decea3]{4}[-] to Trader Stage"
ulmSkillPerception,"Perception"
ulmSkillPerceptionDesc,"[decea3]{0}[-] increased [decea3]Ranged Physical Damage[-]\n[decea3]{1}[-] increased [decea3]Dismemberment Chance[-]"
ulmSkillPerceptionDescDefault,"Every [decea3]{0}[-] Perception:\n[decea3]{1}[-] increased [decea3]Ranged Physical Damage[-]\n[decea3]{2}[-] increased [decea3]Dismemberment Chance[-]"
skillTreeIntellect05Desc,"[decea3]{0}[-] to Intellect"
skillTreeIntellectClassDesc,"[decea3]S P E C I A L I S T[-]\n[decea3]{0}[-] increased Submachine Gun, Baton Weapon and Salvage Tool Physical Damage\n[decea3]{1}[-] increased Portable Turret Physical Damage\n[decea3]{2}[-] increased Action Skill Experience gain\n[decea3]{3}[-] better prices when Buying or Selling from Traders\n[decea3]{4}[-] more Dukes for completing Missions\n[decea3]{5}[-] increased Bobby Pin and Lockpick Durability"
ulmSkillIntellect,"Intellect"
ulmSkillIntellectDesc,"[decea3]{0}[-] increased [decea3]Energy Weapon Damage[-]\n[decea3]{1}[-] increased [decea3]Skill Experience[-] gain"
ulmSkillIntellectDescDefault,"Every [decea3]{0}[-] Intellect:\n[decea3]{1}[-] increased [decea3]Energy Weapon Damage[-]\n[decea3]{2}[-] increased [decea3]Skill Experience[-] gain"
skillTreeMeleeDamage05Desc,"[decea3]{0}[-] increased Melee Physical Damage"
skillTreeMeleeDamage10Desc,"[decea3]{0}[-] increased Melee Physical Damage"
skillTreeMeleeSpeed05Desc,"[decea3]{0}[-] increased Melee Weapon Attack Speed"
skillTreeMeleeStaminaUseDesc,"[decea3]{0}[-] less Stamina Used by Melee Attacks\nRecover [decea3]{1}[-] Stamina per Enemy Killed using Melee Weapons"
skillTreeMeleeAttackSpeedDesc,"[decea3]{0}[-] increased Attack Speed using Clubs, Batons, Knuckles, Knives and Swords\nRecover [decea3]{1}[-] Stamina per Enemy Killed using Clubs, Batons, Knuckles, Knives or Swords"
skillTreeMeleeSpeedBaseDesc,"[decea3]{0}[-] increased Melee Attack Speed\nRecover [decea3]{1}[-] Stamina per Enemy Killed using Melee Weapons"
skillTreeMiningDamageDesc,"[decea3]{0}[-] increased Mining and Woodcutting Tool Physical Damage"
skillTreeMiningYieldDesc,"[decea3]{0}[-] increased amount of resources gathered from Boulders, Ore, Terrain and Trees while using Mining or Woodcutting Tools"
skillTreeKnucklesDamageDesc,"[decea3]{0}[-] increased Fist Weapon Physical Damage\n[decea3]{1}[-] increased decapitation chance with punches to the head using Fist Weapons"
skillTreeKnucklesTeethBreakerDesc,"[decea3]{0}[-] increased Fist Weapon Physical Damage\n[decea3]{1}[-] increased decapitation chance with punches to the head using Fist Weapons\n[decea3]Punches to the head negate ability to get infected by the Target[-]"
